transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
7527,2023-06-21,13:29:32,1,5,Hell's Kitchen,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
8534,2023-03-11,16:41:50,2,8,Astoria,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
7275,2023-05-29,09:42:31,1,5,Hell's Kitchen,5,3.0,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
4143,2023-04-25,18:12:53,1,5,Hell's Kitchen,10,4.0,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
7767,2023-03-15,07:03:06,1,5,Hell's Kitchen,5,3.0,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
4472,2023-02-07,09:18:08,1,8,Astoria,3,4.0,Coffee,Barista Espresso,Latte Rg
7524,2023-03-09,07:45:31,1,5,Hell's Kitchen,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
3124,2023-02-12,07:18:39,1,3,Lower Manhattan,2,3.5,Coffee,Gourmet brewed coffee,Brazilian Lg
6926,2023-04-19,09:31:27,1,3,Lower Manhattan,12,3.25,Bakery,Scone,Ginger Scone
1290,2023-01-18,09:38:06,2,5,Hell's Kitchen,21,8.95,Branded,Housewares,Ceramic Mug
6630,2023-01-23,10:55:18,3,8,Astoria,20,3.25,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
480,2023-04-26,10:04:30,1,3,Lower Manhattan,9,4.0,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
7045,2023-02-12,16:54:10,2,3,Lower Manhattan,14,0.55,Flavours,Regular syrup,Vanilla syrup
7701,2023-06-12,10:09:16,1,5,Hell's Kitchen,20,3.25,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
6312,2023-01-06,08:35:45,1,3,Lower Manhattan,3,4.0,Coffee,Barista Espresso,Latte Rg
1385,2023-06-19,16:25:13,1,5,Hell's Kitchen,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
5634,2023-06-11,14:27:10,2,8,Astoria,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
7367,2023-02-11,10:20:09,2,3,Lower Manhattan,12,3.5,Bakery,Scone,Ginger Scone
9827,2023-02-15,10:49:19,1,3,Lower Manhattan,4,4.25,Coffee,Barista Espresso,Cappuccino Lg
7447,2023-06-23,07:39:57,3,3,Lower Manhattan,5,3.0,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
8421,2023-05-17,13:50:21,1,5,Hell's Kitchen,17,8.95,Loose Tea,Black tea,English Breakfast
5565,2023-03-15,16:11:24,2,5,Hell's Kitchen,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
6263,2023-03-27,13:18:28,1,3,Lower Manhattan,16,8.95,Loose Tea,Herbal tea,Peppermint
195,2023-01-17,07:33:59,1,3,Lower Manhattan,13,2.5,Bakery,Biscotti,Chocolate Biscotti
1040,2023-02-23,10:27:39,2,3,Lower Manhattan,15,1.05,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
3728,2023-03-31,10:09:57,1,8,Astoria,19,15.0,Coffee beans,Organic Beans,Ethiopia Rg
7363,2023-06-05,13:17:29,1,8,Astoria,9,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9208,2023-05-12,19:45:21,1,5,Hell's Kitchen,18,14.75,Coffee beans,House blend Beans,Espresso Roast whole bean
3453,2023-02-11,09:55:06,1,5,Hell's Kitchen,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
6935,2023-04-12,10:21:19,1,3,Lower Manhattan,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
2194,2023-05-13,15:44:13,1,5,Hell's Kitchen,13,2.75,Bakery,Biscotti,Chocolate Biscotti
3273,2023-06-16,18:22:13,1,8,Astoria,2,3.5,Coffee,Gourmet brewed coffee,Brazilian Lg
2140,2023-01-21,09:48:58,2,3,Lower Manhattan,15,1.05,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
1997,2023-02-22,11:08:37,2,3,Lower Manhattan,21,8.95,Branded,Housewares,Ceramic Mug
5427,2023-05-29,06:33:53,1,3,Lower Manhattan,10,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
3264,2023-05-04,07:54:54,1,5,Hell's Kitchen,2,3.25,Coffee,Gourmet brewed coffee,Brazilian Lg
8237,2023-03-18,09:17:03,1,5,Hell's Kitchen,16,8.95,Loose Tea,Herbal tea,Peppermint
6922,2023-01-29,18:57:11,2,8,Astoria,18,15.0,Coffee beans,House blend Beans,Espresso Roast whole bean
3115,2023-04-10,08:21:28,3,3,Lower Manhattan,12,3.75,Bakery,Scone,Ginger Scone
673,2023-02-18,13:59:53,2,5,Hell's Kitchen,6,3.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
5695,2023-02-10,18:57:49,2,5,Hell's Kitchen,11,4.0,Bakery,Pastry,Croissant
2934,2023-04-02,17:32:10,1,5,Hell's Kitchen,1,2.75,Coffee,Gourmet brewed coffee,Ethiopia Rg
3595,2023-05-19,12:03:24,1,8,Astoria,12,3.75,Bakery,Scone,Ginger Scone
1788,2023-04-27,11:15:13,1,3,Lower Manhattan,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
9216,2023-04-27,14:26:35,2,3,Lower Manhattan,4,4.75,Coffee,Barista Espresso,Cappuccino Lg
1731,2023-04-23,08:36:02,1,5,Hell's Kitchen,15,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
245,2023-05-21,15:18:44,1,8,Astoria,7,2.5,Tea,Brewed herbal tea,Chamomile Rg
9267,2023-03-11,09:12:35,2,5,Hell's Kitchen,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4957,2023-04-21,07:41:04,1,8,Astoria,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
3792,2023-02-06,07:38:49,2,8,Astoria,7,3.0,Tea,Brewed herbal tea,Chamomile Rg
5803,2023-01-14,08:25:07,1,5,Hell's Kitchen,8,3.0,Tea,Brewed Black tea,Earl Grey Rg
4005,2023-03-08,13:54:23,3,3,Lower Manhattan,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
4028,2023-06-13,08:43:51,1,3,Lower Manhattan,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
6773,2023-05-02,12:35:02,1,5,Hell's Kitchen,6,2.75,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2564,2023-03-29,15:24:46,1,5,Hell's Kitchen,11,3.5,Bakery,Pastry,Croissant
8973,2023-04-04,16:27:21,1,5,Hell's Kitchen,11,3.75,Bakery,Pastry,Croissant
1386,2023-02-22,07:43:37,3,5,Hell's Kitchen,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
7348,2023-02-27,08:17:21,2,5,Hell's Kitchen,20,3.25,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
857,2023-06-30,09:55:40,1,8,Astoria,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
9075,2023-03-09,12:43:28,3,5,Hell's Kitchen,10,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
7601,2023-01-11,13:16:54,1,3,Lower Manhattan,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
5711,2023-01-28,19:01:13,1,5,Hell's Kitchen,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
5374,2023-03-13,08:51:41,1,5,Hell's Kitchen,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
2142,2023-05-26,13:01:54,1,5,Hell's Kitchen,3,4.0,Coffee,Barista Espresso,Latte Rg
1461,2023-01-19,12:45:40,1,5,Hell's Kitchen,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
6602,2023-03-31,07:08:34,1,8,Astoria,4,4.25,Coffee,Barista Espresso,Cappuccino Lg
7393,2023-02-23,17:59:39,3,8,Astoria,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
9838,2023-05-03,14:44:58,2,5,Hell's Kitchen,10,4.0,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
3186,2023-05-02,13:14:11,2,5,Hell's Kitchen,13,2.25,Bakery,Biscotti,Chocolate Biscotti
5339,2023-02-10,08:54:20,1,8,Astoria,7,2.5,Tea,Brewed herbal tea,Chamomile Rg
7981,2023-01-05,08:20:11,1,3,Lower Manhattan,11,3.75,Bakery,Pastry,Croissant
7808,2023-03-19,14:07:18,1,5,Hell's Kitchen,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
1699,2023-05-19,16:02:29,2,8,Astoria,2,3.25,Coffee,Gourmet brewed coffee,Brazilian Lg
4185,2023-04-22,17:47:07,1,5,Hell's Kitchen,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
5462,2023-02-08,10:34:06,2,3,Lower Manhattan,2,3.5,Coffee,Gourmet brewed coffee,Brazilian Lg
1546,2023-01-08,10:11:42,1,5,Hell's Kitchen,18,14.5,Coffee beans,House blend Beans,Espresso Roast whole bean
4665,2023-05-26,18:37:58,1,5,Hell's Kitchen,21,8.7,Branded,Housewares,Ceramic Mug
8282,2023-04-23,08:26:38,1,5,Hell's Kitchen,11,3.75,Bakery,Pastry,Croissant
9967,2023-01-11,17:11:10,1,5,Hell's Kitchen,13,2.75,Bakery,Biscotti,Chocolate Biscotti
3245,2023-01-07,13:10:22,2,3,Lower Manhattan,13,2.75,Bakery,Biscotti,Chocolate Biscotti
4762,2023-04-16,07:48:46,1,8,Astoria,3,4.25,Coffee,Barista Espresso,Latte Rg
8802,2023-06-22,12:52:49,2,8,Astoria,4,4.75,Coffee,Barista Espresso,Cappuccino Lg
7596,2023-03-19,10:23:19,1,5,Hell's Kitchen,16,8.7,Loose Tea,Herbal tea,Peppermint
6047,2023-03-27,07:52:20,2,5,Hell's Kitchen,3,3.75,Coffee,Barista Espresso,Latte Rg
7621,2023-06-13,09:34:59,1,8,Astoria,11,3.75,Bakery,Pastry,Croissant
5474,2023-03-30,15:12:55,1,3,Lower Manhattan,3,4.0,Coffee,Barista Espresso,Latte Rg
8391,2023-03-30,10:42:56,1,8,Astoria,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
9757,2023-04-15,08:47:42,1,5,Hell's Kitchen,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
8591,2023-05-12,09:19:48,2,3,Lower Manhattan,9,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
5478,2023-02-19,11:29:05,2,8,Astoria,4,4.75,Coffee,Barista Espresso,Cappuccino Lg
4325,2023-04-28,09:26:53,1,5,Hell's Kitchen,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
336,2023-06-19,16:55:13,1,5,Hell's Kitchen,21,8.95,Branded,Housewares,Ceramic Mug
3266,2023-02-10,08:13:23,1,5,Hell's Kitchen,11,3.75,Bakery,Pastry,Croissant
6936,2023-01-13,14:42:23,1,5,Hell's Kitchen,17,8.7,Loose Tea,Black tea,English Breakfast
8006,2023-06-22,08:07:28,2,5,Hell's Kitchen,1,2.75,Coffee,Gourmet brewed coffee,Ethiopia Rg
6029,2023-06-03,14:27:19,1,3,Lower Manhattan,15,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
6201,2023-01-22,20:52:47,1,5,Hell's Kitchen,12,3.5,Bakery,Scone,Ginger Scone
543,2023-03-14,11:00:28,1,8,Astoria,16,8.7,Loose Tea,Herbal tea,Peppermint
1321,2023-01-02,13:26:01,1,8,Astoria,4,4.25,Coffee,Barista Espresso,Cappuccino Lg
3091,2023-06-30,17:31:11,1,5,Hell's Kitchen,17,8.95,Loose Tea,Black tea,English Breakfast
4518,2023-03-13,06:09:32,1,3,Lower Manhattan,19,14.75,Coffee beans,Organic Beans,Ethiopia Rg
8575,2023-03-31,10:16:37,2,3,Lower Manhattan,18,15.0,Coffee beans,House blend Beans,Espresso Roast whole bean
2105,2023-01-07,12:32:57,1,3,Lower Manhattan,14,0.8,Flavours,Regular syrup,Vanilla syrup
1016,2023-04-26,09:49:22,1,3,Lower Manhattan,4,4.75,Coffee,Barista Espresso,Cappuccino Lg
2704,2023-06-07,07:06:41,2,3,Lower Manhattan,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
1770,2023-02-03,08:26:39,1,5,Hell's Kitchen,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
101,2023-06-26,10:44:26,1,3,Lower Manhattan,15,0.55,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9692,2023-02-28,14:53:20,1,5,,17,8.95,Loose Tea,Black tea,English Breakfast
6595,2023-04-28,10:12:22,1,8,Astoria,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
4315,2023-03-10,07:32:36,1,8,Astoria,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
7805,2023-01-01,12:38:11,1,5,Hell's Kitchen,13,2.5,Bakery,Biscotti,Chocolate Biscotti
7383,2023-06-15,13:13:47,1,5,Hell's Kitchen,13,2.75,Bakery,Biscotti,Chocolate Biscotti
1344,2023-05-03,18:55:50,1,3,Lower Manhattan,10,4.0,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
7069,2023-03-19,09:39:21,1,8,Astoria,18,14.75,Coffee beans,House blend Beans,Espresso Roast whole bean
6376,2023-01-07,13:21:27,1,3,Lower Manhattan,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
5286,2023-05-15,19:49:59,1,8,Astoria,3,4.25,Coffee,Barista Espresso,Latte Rg
6235,2023-02-07,07:46:19,3,5,Hell's Kitchen,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
1230,2023-03-01,20:51:53,1,3,Lower Manhattan,17,8.95,Loose Tea,Black tea,English Breakfast
4062,2023-01-07,17:45:25,1,5,Hell's Kitchen,7,3.0,Tea,Brewed herbal tea,Chamomile Rg
9384,2023-01-25,09:21:12,1,3,Lower Manhattan,16,8.7,Loose Tea,Herbal tea,Peppermint
2106,2023-06-17,14:05:03,1,3,Lower Manhattan,15,0.55,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
7028,2023-02-14,07:52:18,1,3,Lower Manhattan,21,9.2,Branded,Housewares,Ceramic Mug
2924,2023-06-30,10:56:10,1,5,Hell's Kitchen,20,3.25,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
2964,2023-03-27,06:44:51,1,8,Astoria,6,3.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9001,2023-05-15,18:51:23,1,5,Hell's Kitchen,9,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
8307,2023-04-11,14:18:53,1,5,Hell's Kitchen,15,0.55,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9575,2023-02-07,16:13:41,1,5,Hell's Kitchen,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
9377,2023-01-28,14:36:41,1,5,Hell's Kitchen,9,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
1967,2023-06-24,10:29:45,1,8,Astoria,21,8.95,Branded,Housewares,Ceramic Mug
7937,2023-06-22,19:09:44,3,3,Lower Manhattan,13,2.25,Bakery,Biscotti,Chocolate Biscotti
6017,2023-05-25,16:36:18,1,3,Lower Manhattan,2,3.25,Coffee,Gourmet brewed coffee,Brazilian Lg
8905,2023-02-20,08:52:09,1,3,Lower Manhattan,16,8.7,Loose Tea,Herbal tea,Peppermint
7133,2023-01-22,14:51:16,2,3,Lower Manhattan,17,8.95,Loose Tea,Black tea,English Breakfast
1299,2023-04-20,06:47:51,1,3,Lower Manhattan,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
3605,2023-03-06,09:06:11,1,8,Astoria,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
8152,2023-04-01,15:17:16,2,3,Lower Manhattan,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2141,2023-05-31,09:40:14,2,3,Lower Manhattan,8,3.0,Tea,Brewed Black tea,Earl Grey Rg
1042,2023-05-29,09:04:09,1,5,Hell's Kitchen,19,14.5,Coffee beans,Organic Beans,Ethiopia Rg
6531,2023-04-28,10:33:48,1,3,Lower Manhattan,5,3.5,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
7329,2023-06-23,11:41:29,2,3,Lower Manhattan,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
122,2023-03-30,13:07:38,1,5,Hell's Kitchen,19,14.5,Coffee beans,Organic Beans,Ethiopia Rg
8122,2023-04-16,08:59:51,1,5,Hell's Kitchen,9,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
1666,2023-01-23,12:12:22,1,3,Lower Manhattan,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
288,2023-04-26,10:34:06,2,5,Hell's Kitchen,14,0.8,Flavours,Regular syrup,Vanilla syrup
5444,2023-06-26,14:03:33,3,5,Hell's Kitchen,3,4.0,Coffee,Barista Espresso,Latte Rg
943,2023-05-12,11:52:35,1,3,Lower Manhattan,13,2.25,Bakery,Biscotti,Chocolate Biscotti
6838,2023-01-10,10:38:57,1,3,Lower Manhattan,2,3.75,Coffee,Gourmet brewed coffee,Brazilian Lg
5840,2023-02-09,08:27:56,2,3,Lower Manhattan,16,8.95,Loose Tea,Herbal tea,Peppermint
7131,2023-06-26,10:54:34,2,3,Lower Manhattan,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
9875,2023-05-22,17:00:54,3,5,Hell's Kitchen,13,2.5,Bakery,Biscotti,Chocolate Biscotti
8470,2023-05-18,09:02:23,1,8,Astoria,12,3.5,Bakery,Scone,Ginger Scone
1754,2023-01-17,16:21:53,1,3,Lower Manhattan,18,15.0,Coffee beans,House blend Beans,Espresso Roast whole bean
16,2023-06-24,14:00:04,1,5,Hell's Kitchen,14,0.8,Flavours,Regular syrup,Vanilla syrup
4180,2023-05-05,10:53:41,1,3,Lower Manhattan,18,14.5,Coffee beans,House blend Beans,Espresso Roast whole bean
1898,2023-02-22,13:56:49,1,8,Astoria,11,3.75,Bakery,Pastry,Croissant
6429,2023-04-23,09:37:16,1,5,Hell's Kitchen,18,,Coffee beans,House blend Beans,Espresso Roast whole bean
557,2023-03-21,07:01:49,2,3,Lower Manhattan,18,14.75,Coffee beans,House blend Beans,Espresso Roast whole bean
8074,2023-05-20,13:19:53,3,5,Hell's Kitchen,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
5348,2023-05-19,08:21:13,1,3,Lower Manhattan,12,3.5,Bakery,Scone,Ginger Scone
5425,2023-02-22,07:11:57,2,5,Hell's Kitchen,6,2.75,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
1173,2023-01-31,10:40:09,2,5,Hell's Kitchen,7,3.0,Tea,Brewed herbal tea,Chamomile Rg
1932,2023-05-28,08:26:29,3,5,Hell's Kitchen,3,3.75,Coffee,Barista Espresso,Latte Rg
8075,2023-06-03,06:14:51,1,5,Hell's Kitchen,15,1.05,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
6657,2023-04-27,09:58:10,3,3,Lower Manhattan,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
3967,2023-03-06,10:53:40,1,3,Lower Manhattan,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
8572,2023-03-12,09:57:43,1,5,Hell's Kitchen,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
1773,2023-01-08,07:39:18,1,3,Lower Manhattan,7,3.0,Tea,Brewed herbal tea,Chamomile Rg
3327,2023-06-24,07:18:56,2,8,Astoria,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
8054,2023-04-19,10:38:23,1,3,Lower Manhattan,9,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4011,2023-02-11,08:57:49,3,8,Astoria,5,3.5,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
4329,2023-04-24,18:14:06,1,3,Lower Manhattan,7,2.75,Tea,Brewed herbal tea,Chamomile Rg
9142,2023-03-25,17:53:03,1,3,Lower Manhattan,11,3.5,Bakery,Pastry,Croissant
2864,2023-04-11,12:43:11,1,5,Hell's Kitchen,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
1832,2023-02-15,08:14:50,1,8,Astoria,14,1.05,Flavours,Regular syrup,Vanilla syrup
148,2023-06-11,16:23:13,3,5,Hell's Kitchen,14,0.8,Flavours,Regular syrup,Vanilla syrup
8678,2023-01-15,13:37:28,1,3,Lower Manhattan,14,1.05,Flavours,Regular syrup,Vanilla syrup
1527,2023-04-14,07:22:28,1,5,Hell's Kitchen,3,4.0,Coffee,Barista Espresso,Latte Rg
7943,2023-01-19,16:29:56,1,5,Hell's Kitchen,3,4.0,Coffee,Barista Espresso,Latte Rg
209,2023-06-25,10:21:53,1,3,Lower Manhattan,2,3.75,Coffee,Gourmet brewed coffee,Brazilian Lg
9279,2023-05-08,08:15:35,2,8,Astoria,17,8.95,Loose Tea,Black tea,English Breakfast
55,2023-03-10,12:54:02,2,3,Lower Manhattan,16,8.95,Loose Tea,Herbal tea,Peppermint
356,2023-05-11,17:29:25,1,3,Lower Manhattan,1,2.75,Coffee,Gourmet brewed coffee,Ethiopia Rg
8384,2023-03-28,14:14:29,1,5,Hell's Kitchen,6,3.0,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
1170,2023-01-11,12:14:09,2,3,Lower Manhattan,9,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
6414,2023-03-09,14:34:13,2,3,Lower Manhattan,11,3.75,Bakery,Pastry,Croissant
5405,2023-02-19,17:43:00,1,3,Lower Manhattan,12,3.5,Bakery,Scone,Ginger Scone
3506,2023-04-08,08:43:28,1,8,Astoria,16,8.95,Loose Tea,Herbal tea,Peppermint
7107,2023-02-07,08:40:54,1,5,Hell's Kitchen,12,3.5,Bakery,Scone,Ginger Scone
8008,2023-03-14,08:30:13,3,3,Lower Manhattan,1,3.25,Coffee,Gourmet brewed coffee,Ethiopia Rg
8671,2023-02-12,14:16:48,1,5,Hell's Kitchen,2,3.75,Coffee,Gourmet brewed coffee,Brazilian Lg
2968,2023-05-09,13:23:46,1,5,Hell's Kitchen,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
3941,2023-03-16,20:39:40,1,3,Lower Manhattan,2,3.75,Coffee,Gourmet brewed coffee,Brazilian Lg
8772,2023-06-10,14:11:45,1,3,Lower Manhattan,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
3733,2023-02-08,18:30:48,1,8,Astoria,9,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
1877,2023-02-07,10:47:00,1,3,Lower Manhattan,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
8056,2023-02-24,14:56:20,1,5,Hell's Kitchen,10,4.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
5743,2023-04-03,08:29:37,2,3,Lower Manhattan,10,4.0,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
6169,2023-03-27,15:45:23,2,3,Lower Manhattan,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
9068,2023-06-21,06:13:09,1,8,Astoria,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
7280,2023-04-22,10:55:55,1,5,Hell's Kitchen,15,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
5538,2023-01-18,20:44:01,1,3,Lower Manhattan,16,8.95,Loose Tea,Herbal tea,Peppermint
5120,2023-04-03,14:54:23,3,3,Lower Manhattan,15,1.05,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
4037,2023-01-30,14:40:26,3,5,Hell's Kitchen,17,8.95,Loose Tea,Black tea,English Breakfast
3165,2023-06-08,09:17:25,2,3,Lower Manhattan,6,3.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
1758,2023-03-10,09:38:58,1,3,Lower Manhattan,7,3.0,Tea,Brewed herbal tea,Chamomile Rg
6940,2023-05-05,08:59:10,1,5,Hell's Kitchen,5,3.0,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
2785,2023-05-12,08:34:54,1,3,Lower Manhattan,15,1.05,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
5280,2023-06-30,13:27:41,1,8,Astoria,3,4.0,Coffee,Barista Espresso,Latte Rg
7774,2023-04-22,11:34:42,1,3,Lower Manhattan,5,3.25,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
1678,2023-04-04,08:52:14,1,8,Astoria,11,4.0,Bakery,Pastry,Croissant
9964,2023-04-25,17:09:55,3,8,Astoria,18,15.0,Coffee beans,House blend Beans,Espresso Roast whole bean
1629,2023-01-25,10:10:32,1,5,Hell's Kitchen,17,9.2,Loose Tea,Black tea,English Breakfast
118,2023-02-07,10:29:30,1,8,Astoria,12,3.5,Bakery,Scone,Ginger Scone
8626,2023-01-27,10:59:37,3,3,Lower Manhattan,9,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
1782,2023-03-03,08:59:45,1,5,Hell's Kitchen,21,8.95,Branded,Housewares,
385,2023-03-28,14:46:22,1,3,Lower Manhattan,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
4641,2023-03-14,09:29:41,1,3,Lower Manhattan,18,14.75,Coffee beans,House blend Beans,Espresso Roast whole bean
5951,2023-01-11,18:00:29,1,5,Hell's Kitchen,14,0.55,Flavours,Regular syrup,Vanilla syrup
8909,2023-05-09,10:30:32,2,3,Lower Manhattan,6,3.25,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2144,2023-05-14,08:20:56,3,3,Lower Manhattan,17,8.95,Loose Tea,Black tea,English Breakfast
7911,2023-02-25,07:39:15,1,3,Lower Manhattan,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
1522,2023-05-20,08:24:41,1,3,Lower Manhattan,20,3.25,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
4155,2023-01-27,12:46:48,1,8,Astoria,13,2.5,Bakery,Biscotti,Chocolate Biscotti
4049,2023-04-25,14:32:48,1,8,Astoria,16,9.2,Loose Tea,Herbal tea,Peppermint
5662,2023-02-15,07:03:56,2,3,Lower Manhattan,12,3.5,Bakery,Scone,Ginger Scone
5341,2023-04-21,09:41:58,1,3,Lower Manhattan,11,3.75,Bakery,Pastry,Croissant
976,2023-02-20,18:34:37,2,3,Lower Manhattan,10,4.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
5731,2023-03-25,13:22:54,2,3,Lower Manhattan,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
3259,2023-05-25,10:37:17,1,3,Lower Manhattan,3,4.0,Coffee,Barista Espresso,Latte Rg
5278,2023-01-12,08:34:05,1,3,Lower Manhattan,19,15.0,Coffee beans,Organic Beans,Ethiopia Rg
2894,2023-02-21,07:07:22,1,3,Lower Manhattan,4,4.5,Coffee,Barista Espresso,Cappuccino Lg
6731,2023-02-11,09:08:01,3,8,Astoria,16,9.2,Loose Tea,Herbal tea,Peppermint
2653,2023-04-13,13:58:18,2,3,Lower Manhattan,20,3.0,Packaged Chocolate,Drinking Chocolate,Peppermint Bark
7622,2023-05-31,20:59:23,1,5,Hell's Kitchen,14,1.05,Flavours,Regular syrup,Vanilla syrup
7888,2023-01-16,09:20:50,1,5,Hell's Kitchen,2,3.5,Coffee,Gourmet brewed coffee,Brazilian Lg
8977,2023-02-13,07:22:54,1,3,Lower Manhattan,10,4.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
8677,2023-03-21,08:49:35,1,8,Astoria,5,3.5,Coffee,Premium brewed coffee,Columbian Medium Roast Rg
3318,2023-06-23,10:14:49,2,3,Lower Manhattan,8,2.75,Tea,Brewed Black tea,Earl Grey Rg
